category_path,prices,stock,active,variants,tags,avg_rating,images,legacy
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 52.63, ""vat_rate"": 23}]","{""total"": 238, ""reserved"": 29, ""warehouses"": {""WARSAW"": 119, ""NY"": 119}}",1,"[{""sku"": ""BET-0170-0"", ""color"": ""Brown"", ""size"": ""XXL"", ""stock"": 24}]","[""tops"", ""Tops"", ""TOPS"", ""new""]",3.79,"[""https://beta-fashion.com/images/product-170-1.jpg"", ""https://beta-fashion.com/images/product-170-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 115.94, ""vat_rate"": 0}]","{""total"": 380, ""reserved"": 27, ""warehouses"": {""WARSAW"": 190, ""NY"": 190}}",0,"[{""sku"": ""BET-0171-0"", ""color"": ""Red"", ""size"": ""XXL"", ""stock"": 9}]","[""tops"", ""Tops"", ""TOPS"", ""sale""]",3.73,"[""https://beta-fashion.com/images/product-171-1.jpg"", ""https://beta-fashion.com/images/product-171-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""FR"", ""currency"": ""USD"", ""amount"": 76.65, ""vat_rate"": 19}]","{""total"": 290, ""reserved"": 40, ""warehouses"": {""WARSAW"": 145, ""NY"": 145}}",0,"[{""sku"": ""BET-0172-0"", ""color"": ""Brown"", ""size"": ""XL"", ""stock"": 51}, {""sku"": ""BET-0172-1"", ""color"": ""White"", ""size"": ""M"", ""stock"": 46}, {""sku"": ""BET-0172-2"", ""color"": ""Navy"", ""size"": ""XL"", ""stock"": 23}]","[""tops"", ""Tops"", ""TOPS"", ""fashion""]",4.34,"[""https://beta-fashion.com/images/product-172-1.jpg"", ""https://beta-fashion.com/images/product-172-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""US"", ""currency"": ""USD"", ""amount"": 86.76, ""vat_rate"": 0}]","{""total"": 211, ""reserved"": 44, ""warehouses"": {""WARSAW"": 105, ""NY"": 106}}",1,"[{""sku"": ""BET-0173-0"", ""color"": ""Brown"", ""size"": ""L"", ""stock"": 77}]","[""jeans"", ""Jeans"", ""JEANS"", ""new""]",3.85,"[""https://beta-fashion.com/images/product-173-1.jpg"", ""https://beta-fashion.com/images/product-173-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 54.21, ""vat_rate"": 19}]","{""total"": 91, ""reserved"": 5, ""warehouses"": {""WARSAW"": 45, ""NY"": 46}}",0,"[{""sku"": ""BET-0174-0"", ""color"": ""Navy"", ""size"": ""XL"", ""stock"": 7}, {""sku"": ""BET-0174-1"", ""color"": ""Green"", ""size"": ""XS"", ""stock"": 63}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""new""]",4.63,"[""https://beta-fashion.com/images/product-174-1.jpg"", ""https://beta-fashion.com/images/product-174-2.jpg""]",0
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""FR"", ""currency"": ""PLN"", ""amount"": 175.9, ""vat_rate"": 19}]","{""total"": 383, ""reserved"": 56, ""warehouses"": {""WARSAW"": 191, ""NY"": 192}}",1,"[{""sku"": ""BET-0175-0"", ""color"": ""Blue"", ""size"": ""XS"", ""stock"": 73}, {""sku"": ""BET-0175-1"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 38}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""sale""]",3.45,"[""https://beta-fashion.com/images/product-175-1.jpg"", ""https://beta-fashion.com/images/product-175-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 147.93, ""vat_rate"": 19}]","{""total"": 301, ""reserved"": 65, ""warehouses"": {""WARSAW"": 150, ""NY"": 151}}",0,"[{""sku"": ""BET-0176-0"", ""color"": ""White"", ""size"": ""M"", ""stock"": 100}]","[""caps"", ""Caps"", ""CAPS"", ""fashion""]",4.52,"[""https://beta-fashion.com/images/product-176-1.jpg"", ""https://beta-fashion.com/images/product-176-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""PL"", ""currency"": ""PLN"", ""amount"": 39.07, ""vat_rate"": 23}]","{""total"": 404, ""reserved"": 31, ""warehouses"": {""WARSAW"": 202, ""NY"": 202}}",0,"[{""sku"": ""BET-0177-0"", ""color"": ""Black"", ""size"": ""L"", ""stock"": 34}, {""sku"": ""BET-0177-1"", ""color"": ""Green"", ""size"": ""XS"", ""stock"": 57}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""sale""]",3.42,"[""https://beta-fashion.com/images/product-177-1.jpg"", ""https://beta-fashion.com/images/product-177-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""FR"", ""currency"": ""USD"", ""amount"": 159.8, ""vat_rate"": 0}]","{""total"": 436, ""reserved"": 26, ""warehouses"": {""WARSAW"": 218, ""NY"": 218}}",1,"[{""sku"": ""BET-0178-0"", ""color"": ""Green"", ""size"": ""XL"", ""stock"": 36}]","[""jeans"", ""Jeans"", ""JEANS"", ""new""]",4.96,"[""https://beta-fashion.com/images/product-178-1.jpg"", ""https://beta-fashion.com/images/product-178-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 77.83, ""vat_rate"": 23}]","{""total"": 480, ""reserved"": 12, ""warehouses"": {""WARSAW"": 240, ""NY"": 240}}",0,"[{""sku"": ""BET-0179-0"", ""color"": ""Brown"", ""size"": ""XS"", ""stock"": 36}]","[""caps"", ""Caps"", ""CAPS"", ""new""]",3.5,"[""https://beta-fashion.com/images/product-179-1.jpg"", ""https://beta-fashion.com/images/product-179-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 107.28, ""vat_rate"": 0}]","{""total"": 315, ""reserved"": 34, ""warehouses"": {""WARSAW"": 157, ""NY"": 158}}",1,"[{""sku"": ""BET-0180-0"", ""color"": ""Brown"", ""size"": ""L"", ""stock"": 58}, {""sku"": ""BET-0180-1"", ""color"": ""White"", ""size"": ""XXL"", ""stock"": 99}, {""sku"": ""BET-0180-2"", ""color"": ""White"", ""size"": ""L"", ""stock"": 66}]","[""jeans"", ""Jeans"", ""JEANS"", ""fashion""]",3.91,"[""https://beta-fashion.com/images/product-180-1.jpg"", ""https://beta-fashion.com/images/product-180-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 15.58, ""vat_rate"": 23}]","{""total"": 67, ""reserved"": 14, ""warehouses"": {""WARSAW"": 33, ""NY"": 34}}",1,"[{""sku"": ""BET-0181-0"", ""color"": ""Green"", ""size"": ""XS"", ""stock"": 69}, {""sku"": ""BET-0181-1"", ""color"": ""Brown"", ""size"": ""S"", ""stock"": 55}, {""sku"": ""BET-0181-2"", ""color"": ""Grey"", ""size"": ""L"", ""stock"": 35}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""fashion""]",3.68,"[""https://beta-fashion.com/images/product-181-1.jpg"", ""https://beta-fashion.com/images/product-181-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jackets""]","[{""country"": ""FR"", ""currency"": ""PLN"", ""amount"": 225.13, ""vat_rate"": 0}]","{""total"": 43, ""reserved"": 1, ""warehouses"": {""WARSAW"": 21, ""NY"": 22}}",1,"[{""sku"": ""BET-0182-0"", ""color"": ""Navy"", ""size"": ""XS"", ""stock"": 16}, {""sku"": ""BET-0182-1"", ""color"": ""Blue"", ""size"": ""L"", ""stock"": 59}, {""sku"": ""BET-0182-2"", ""color"": ""Black"", ""size"": ""L"", ""stock"": 26}]","[""jackets"", ""Jackets"", ""JACKETS"", ""new""]",3.32,"[""https://beta-fashion.com/images/product-182-1.jpg"", ""https://beta-fashion.com/images/product-182-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""US"", ""currency"": ""EUR"", ""amount"": 99.7, ""vat_rate"": 0}]","{""total"": 210, ""reserved"": 42, ""warehouses"": {""WARSAW"": 105, ""NY"": 105}}",0,"[{""sku"": ""BET-0183-0"", ""color"": ""Blue"", ""size"": ""XS"", ""stock"": 51}, {""sku"": ""BET-0183-1"", ""color"": ""Red"", ""size"": ""XXL"", ""stock"": 90}, {""sku"": ""BET-0183-2"", ""color"": ""Grey"", ""size"": ""L"", ""stock"": 84}]","[""caps"", ""Caps"", ""CAPS"", ""sale""]",3.0,"[""https://beta-fashion.com/images/product-183-1.jpg"", ""https://beta-fashion.com/images/product-183-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""US"", ""currency"": ""USD"", ""amount"": 154.51, ""vat_rate"": 23}]","{""total"": 368, ""reserved"": 56, ""warehouses"": {""WARSAW"": 184, ""NY"": 184}}",1,"[{""sku"": ""BET-0184-0"", ""color"": ""Black"", ""size"": ""XXL"", ""stock"": 44}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""sale""]",4.39,"[""https://beta-fashion.com/images/product-184-1.jpg"", ""https://beta-fashion.com/images/product-184-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""US"", ""currency"": ""USD"", ""amount"": 105.02, ""vat_rate"": 23}]","{""total"": 432, ""reserved"": 13, ""warehouses"": {""WARSAW"": 216, ""NY"": 216}}",1,"[{""sku"": ""BET-0185-0"", ""color"": ""Green"", ""size"": ""M"", ""stock"": 39}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""new""]",4.55,"[""https://beta-fashion.com/images/product-185-1.jpg"", ""https://beta-fashion.com/images/product-185-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jackets""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 139.67, ""vat_rate"": 0}]","{""total"": 332, ""reserved"": 21, ""warehouses"": {""WARSAW"": 166, ""NY"": 166}}",0,"[{""sku"": ""BET-0186-0"", ""color"": ""Green"", ""size"": ""XXL"", ""stock"": 28}, {""sku"": ""BET-0186-1"", ""color"": ""Blue"", ""size"": ""L"", ""stock"": 79}]","[""jackets"", ""Jackets"", ""JACKETS"", ""casual""]",3.17,"[""https://beta-fashion.com/images/product-186-1.jpg"", ""https://beta-fashion.com/images/product-186-2.jpg""]",0
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 153.55, ""vat_rate"": 19}]","{""total"": 199, ""reserved"": 27, ""warehouses"": {""WARSAW"": 99, ""NY"": 100}}",0,"[{""sku"": ""BET-0187-0"", ""color"": ""Blue"", ""size"": ""S"", ""stock"": 36}, {""sku"": ""BET-0187-1"", ""color"": ""White"", ""size"": ""S"", ""stock"": 71}]","[""dresses"", ""Dresses"", ""DRESSES"", ""fashion""]",4.7,"[""https://beta-fashion.com/images/product-187-1.jpg"", ""https://beta-fashion.com/images/product-187-2.jpg""]",0
"[""Clothing"", ""Accessories"", ""Caps""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 157.63, ""vat_rate"": 0}]","{""total"": 402, ""reserved"": 50, ""warehouses"": {""WARSAW"": 201, ""NY"": 201}}",0,"[{""sku"": ""BET-0188-0"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 64}, {""sku"": ""BET-0188-1"", ""color"": ""Brown"", ""size"": ""XS"", ""stock"": 31}]","[""caps"", ""Caps"", ""CAPS"", ""casual""]",4.06,"[""https://beta-fashion.com/images/product-188-1.jpg"", ""https://beta-fashion.com/images/product-188-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""DE"", ""currency"": ""PLN"", ""amount"": 46.02, ""vat_rate"": 23}]","{""total"": 235, ""reserved"": 23, ""warehouses"": {""WARSAW"": 117, ""NY"": 118}}",0,"[{""sku"": ""BET-0189-0"", ""color"": ""Blue"", ""size"": ""L"", ""stock"": 99}, {""sku"": ""BET-0189-1"", ""color"": ""White"", ""size"": ""XS"", ""stock"": 76}, {""sku"": ""BET-0189-2"", ""color"": ""White"", ""size"": ""XS"", ""stock"": 34}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""new""]",4.85,"[""https://beta-fashion.com/images/product-189-1.jpg"", ""https://beta-fashion.com/images/product-189-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 182.47, ""vat_rate"": 19}]","{""total"": 236, ""reserved"": 44, ""warehouses"": {""WARSAW"": 118, ""NY"": 118}}",0,"[{""sku"": ""BET-0190-0"", ""color"": ""White"", ""size"": ""XXL"", ""stock"": 69}, {""sku"": ""BET-0190-1"", ""color"": ""Blue"", ""size"": ""M"", ""stock"": 11}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""fashion""]",4.02,"[""https://beta-fashion.com/images/product-190-1.jpg"", ""https://beta-fashion.com/images/product-190-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""PL"", ""currency"": ""EUR"", ""amount"": 91.79, ""vat_rate"": 23}]","{""total"": 344, ""reserved"": 8, ""warehouses"": {""WARSAW"": 172, ""NY"": 172}}",0,"[{""sku"": ""BET-0191-0"", ""color"": ""Brown"", ""size"": ""XXL"", ""stock"": 31}, {""sku"": ""BET-0191-1"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 12}]","[""tops"", ""Tops"", ""TOPS"", ""casual""]",3.91,"[""https://beta-fashion.com/images/product-191-1.jpg"", ""https://beta-fashion.com/images/product-191-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 189.3, ""vat_rate"": 23}]","{""total"": 109, ""reserved"": 3, ""warehouses"": {""WARSAW"": 54, ""NY"": 55}}",1,"[{""sku"": ""BET-0192-0"", ""color"": ""Blue"", ""size"": ""XXL"", ""stock"": 2}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""new""]",4.91,"[""https://beta-fashion.com/images/product-192-1.jpg"", ""https://beta-fashion.com/images/product-192-2.jpg""]",0
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 102.39, ""vat_rate"": 23}]","{""total"": 419, ""reserved"": 34, ""warehouses"": {""WARSAW"": 209, ""NY"": 210}}",1,"[{""sku"": ""BET-0193-0"", ""color"": ""White"", ""size"": ""XS"", ""stock"": 43}, {""sku"": ""BET-0193-1"", ""color"": ""Brown"", ""size"": ""M"", ""stock"": 68}, {""sku"": ""BET-0193-2"", ""color"": ""White"", ""size"": ""M"", ""stock"": 92}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""sale""]",3.91,"[""https://beta-fashion.com/images/product-193-1.jpg"", ""https://beta-fashion.com/images/product-193-2.jpg""]",1
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 216.95, ""vat_rate"": 0}]","{""total"": 208, ""reserved"": 10, ""warehouses"": {""WARSAW"": 104, ""NY"": 104}}",0,"[{""sku"": ""BET-0194-0"", ""color"": ""White"", ""size"": ""XL"", ""stock"": 87}, {""sku"": ""BET-0194-1"", ""color"": ""White"", ""size"": ""S"", ""stock"": 95}]","[""jeans"", ""Jeans"", ""JEANS"", ""sale""]",4.72,"[""https://beta-fashion.com/images/product-194-1.jpg"", ""https://beta-fashion.com/images/product-194-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 125.86, ""vat_rate"": 19}]","{""total"": 491, ""reserved"": 19, ""warehouses"": {""WARSAW"": 245, ""NY"": 246}}",0,"[{""sku"": ""BET-0195-0"", ""color"": ""Black"", ""size"": ""XL"", ""stock"": 92}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""casual""]",3.64,"[""https://beta-fashion.com/images/product-195-1.jpg"", ""https://beta-fashion.com/images/product-195-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""DE"", ""currency"": ""PLN"", ""amount"": 209.11, ""vat_rate"": 23}]","{""total"": 210, ""reserved"": 7, ""warehouses"": {""WARSAW"": 105, ""NY"": 105}}",1,"[{""sku"": ""BET-0196-0"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 29}, {""sku"": ""BET-0196-1"", ""color"": ""Black"", ""size"": ""L"", ""stock"": 9}, {""sku"": ""BET-0196-2"", ""color"": ""Navy"", ""size"": ""M"", ""stock"": 100}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""fashion""]",3.17,"[""https://beta-fashion.com/images/product-196-1.jpg"", ""https://beta-fashion.com/images/product-196-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 62.16, ""vat_rate"": 23}]","{""total"": 421, ""reserved"": 38, ""warehouses"": {""WARSAW"": 210, ""NY"": 211}}",0,"[{""sku"": ""BET-0197-0"", ""color"": ""Grey"", ""size"": ""L"", ""stock"": 48}, {""sku"": ""BET-0197-1"", ""color"": ""Navy"", ""size"": ""S"", ""stock"": 94}, {""sku"": ""BET-0197-2"", ""color"": ""Grey"", ""size"": ""S"", ""stock"": 1}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""casual""]",3.47,"[""https://beta-fashion.com/images/product-197-1.jpg"", ""https://beta-fashion.com/images/product-197-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 15.34, ""vat_rate"": 23}]","{""total"": 212, ""reserved"": 47, ""warehouses"": {""WARSAW"": 106, ""NY"": 106}}",0,"[{""sku"": ""BET-0198-0"", ""color"": ""Red"", ""size"": ""XS"", ""stock"": 27}, {""sku"": ""BET-0198-1"", ""color"": ""Grey"", ""size"": ""L"", ""stock"": 63}, {""sku"": ""BET-0198-2"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 92}]","[""jeans"", ""Jeans"", ""JEANS"", ""fashion""]",3.09,"[""https://beta-fashion.com/images/product-198-1.jpg"", ""https://beta-fashion.com/images/product-198-2.jpg""]",1
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 225.46, ""vat_rate"": 19}]","{""total"": 402, ""reserved"": 10, ""warehouses"": {""WARSAW"": 201, ""NY"": 201}}",0,"[{""sku"": ""BET-0199-0"", ""color"": ""White"", ""size"": ""XL"", ""stock"": 18}, {""sku"": ""BET-0199-1"", ""color"": ""Brown"", ""size"": ""XS"", ""stock"": 76}, {""sku"": ""BET-0199-2"", ""color"": ""Black"", ""size"": ""L"", ""stock"": 85}]","[""tops"", ""Tops"", ""TOPS"", ""new""]",3.58,"[""https://beta-fashion.com/images/product-199-1.jpg"", ""https://beta-fashion.com/images/product-199-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 210.5, ""vat_rate"": 19}]","{""total"": 182, ""reserved"": 28, ""warehouses"": {""WARSAW"": 91, ""NY"": 91}}",0,"[{""sku"": ""BET-0200-0"", ""color"": ""Grey"", ""size"": ""XS"", ""stock"": 26}, {""sku"": ""BET-0200-1"", ""color"": ""Blue"", ""size"": ""XL"", ""stock"": 14}]","[""jeans"", ""Jeans"", ""JEANS"", ""new""]",3.33,"[""https://beta-fashion.com/images/product-200-1.jpg"", ""https://beta-fashion.com/images/product-200-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""DE"", ""currency"": ""PLN"", ""amount"": 43.37, ""vat_rate"": 19}]","{""total"": 414, ""reserved"": 26, ""warehouses"": {""WARSAW"": 207, ""NY"": 207}}",0,"[{""sku"": ""BET-0201-0"", ""color"": ""Red"", ""size"": ""L"", ""stock"": 34}, {""sku"": ""BET-0201-1"", ""color"": ""White"", ""size"": ""XS"", ""stock"": 21}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""fashion""]",3.43,"[""https://beta-fashion.com/images/product-201-1.jpg"", ""https://beta-fashion.com/images/product-201-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 182.12, ""vat_rate"": 19}]","{""total"": 222, ""reserved"": 32, ""warehouses"": {""WARSAW"": 111, ""NY"": 111}}",1,"[{""sku"": ""BET-0202-0"", ""color"": ""Red"", ""size"": ""M"", ""stock"": 23}]","[""jeans"", ""Jeans"", ""JEANS"", ""sale""]",4.71,"[""https://beta-fashion.com/images/product-202-1.jpg"", ""https://beta-fashion.com/images/product-202-2.jpg""]",0
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 123.58, ""vat_rate"": 0}]","{""total"": 82, ""reserved"": 0, ""warehouses"": {""WARSAW"": 41, ""NY"": 41}}",1,"[{""sku"": ""BET-0203-0"", ""color"": ""Grey"", ""size"": ""S"", ""stock"": 26}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""casual""]",4.37,"[""https://beta-fashion.com/images/product-203-1.jpg"", ""https://beta-fashion.com/images/product-203-2.jpg""]",1
"[""Clothing"", ""Women"", ""Dresses""]","[{""country"": ""DE"", ""currency"": ""USD"", ""amount"": 20.12, ""vat_rate"": 0}]","{""total"": 121, ""reserved"": 28, ""warehouses"": {""WARSAW"": 60, ""NY"": 61}}",1,"[{""sku"": ""BET-0204-0"", ""color"": ""Navy"", ""size"": ""S"", ""stock"": 12}, {""sku"": ""BET-0204-1"", ""color"": ""Green"", ""size"": ""XS"", ""stock"": 6}, {""sku"": ""BET-0204-2"", ""color"": ""Navy"", ""size"": ""XS"", ""stock"": 22}]","[""dresses"", ""Dresses"", ""DRESSES"", ""casual""]",3.99,"[""https://beta-fashion.com/images/product-204-1.jpg"", ""https://beta-fashion.com/images/product-204-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""FR"", ""currency"": ""USD"", ""amount"": 98.18, ""vat_rate"": 0}]","{""total"": 160, ""reserved"": 17, ""warehouses"": {""WARSAW"": 80, ""NY"": 80}}",1,"[{""sku"": ""BET-0205-0"", ""color"": ""Blue"", ""size"": ""XS"", ""stock"": 79}, {""sku"": ""BET-0205-1"", ""color"": ""Grey"", ""size"": ""XXL"", ""stock"": 38}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""casual""]",4.77,"[""https://beta-fashion.com/images/product-205-1.jpg"", ""https://beta-fashion.com/images/product-205-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""US"", ""currency"": ""USD"", ""amount"": 80.75, ""vat_rate"": 0}]","{""total"": 234, ""reserved"": 12, ""warehouses"": {""WARSAW"": 117, ""NY"": 117}}",1,"[{""sku"": ""BET-0206-0"", ""color"": ""Grey"", ""size"": ""XXL"", ""stock"": 70}, {""sku"": ""BET-0206-1"", ""color"": ""Black"", ""size"": ""L"", ""stock"": 92}, {""sku"": ""BET-0206-2"", ""color"": ""Green"", ""size"": ""L"", ""stock"": 70}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""casual""]",4.83,"[""https://beta-fashion.com/images/product-206-1.jpg"", ""https://beta-fashion.com/images/product-206-2.jpg""]",0
"[""Clothing"", ""Unisex"", ""Sneakers""]","[{""country"": ""DE"", ""currency"": ""PLN"", ""amount"": 78.55, ""vat_rate"": 0}]","{""total"": 183, ""reserved"": 38, ""warehouses"": {""WARSAW"": 91, ""NY"": 92}}",1,"[{""sku"": ""BET-0207-0"", ""color"": ""Black"", ""size"": ""M"", ""stock"": 8}]","[""sneakers"", ""Sneakers"", ""SNEAKERS"", ""casual""]",4.53,"[""https://beta-fashion.com/images/product-207-1.jpg"", ""https://beta-fashion.com/images/product-207-2.jpg""]",0
"[""Clothing"", ""Women"", ""Tops""]","[{""country"": ""PL"", ""currency"": ""USD"", ""amount"": 73.25, ""vat_rate"": 0}]","{""total"": 156, ""reserved"": 34, ""warehouses"": {""WARSAW"": 78, ""NY"": 78}}",1,"[{""sku"": ""BET-0208-0"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 74}, {""sku"": ""BET-0208-1"", ""color"": ""Brown"", ""size"": ""M"", ""stock"": 23}, {""sku"": ""BET-0208-2"", ""color"": ""Blue"", ""size"": ""S"", ""stock"": 76}]","[""tops"", ""Tops"", ""TOPS"", ""fashion""]",4.83,"[""https://beta-fashion.com/images/product-208-1.jpg"", ""https://beta-fashion.com/images/product-208-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""DE"", ""currency"": ""EUR"", ""amount"": 147.45, ""vat_rate"": 23}]","{""total"": 116, ""reserved"": 26, ""warehouses"": {""WARSAW"": 58, ""NY"": 58}}",0,"[{""sku"": ""BET-0209-0"", ""color"": ""Red"", ""size"": ""S"", ""stock"": 63}, {""sku"": ""BET-0209-1"", ""color"": ""Black"", ""size"": ""XS"", ""stock"": 8}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""new""]",3.04,"[""https://beta-fashion.com/images/product-209-1.jpg"", ""https://beta-fashion.com/images/product-209-2.jpg""]",0
"[""Clothing"", ""Kids"", ""T-Shirts""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 230.71, ""vat_rate"": 0}]","{""total"": 432, ""reserved"": 16, ""warehouses"": {""WARSAW"": 216, ""NY"": 216}}",0,"[{""sku"": ""BET-0210-0"", ""color"": ""Blue"", ""size"": ""M"", ""stock"": 8}, {""sku"": ""BET-0210-1"", ""color"": ""Black"", ""size"": ""S"", ""stock"": 76}]","[""t-shirts"", ""T-shirts"", ""T-SHIRTS"", ""new""]",4.69,"[""https://beta-fashion.com/images/product-210-1.jpg"", ""https://beta-fashion.com/images/product-210-2.jpg""]",0
"[""Clothing"", ""Men"", ""Jeans""]","[{""country"": ""US"", ""currency"": ""PLN"", ""amount"": 180.57, ""vat_rate"": 23}]","{""total"": 222, ""reserved"": 37, ""warehouses"": {""WARSAW"": 111, ""NY"": 111}}",0,"[{""sku"": ""BET-0211-0"", ""color"": ""Green"", ""size"": ""M"", ""stock"": 42}]","[""jeans"", ""Jeans"", ""JEANS"", ""new""]",4.46,"[""https://beta-fashion.com/images/product-211-1.jpg"", ""https://beta-fashion.com/images/product-211-2.jpg""]",0
"[""Clothing"", ""Women"", ""Sweaters""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 89.56, ""vat_rate"": 23}]","{""total"": 307, ""reserved"": 45, ""warehouses"": {""WARSAW"": 153, ""NY"": 154}}",0,"[{""sku"": ""BET-0212-0"", ""color"": ""Blue"", ""size"": ""L"", ""stock"": 40}]","[""sweaters"", ""Sweaters"", ""SWEATERS"", ""fashion""]",3.36,"[""https://beta-fashion.com/images/product-212-1.jpg"", ""https://beta-fashion.com/images/product-212-2.jpg""]",0
"[""Clothing"", ""Men"", ""Hoodies""]","[{""country"": ""FR"", ""currency"": ""EUR"", ""amount"": 22.61, ""vat_rate"": 23}]","{""total"": 182, ""reserved"": 39, ""warehouses"": {""WARSAW"": 91, ""NY"": 91}}",0,"[{""sku"": ""BET-0213-0"", ""color"": ""White"", ""size"": ""L"", ""stock"": 19}]","[""hoodies"", ""Hoodies"", ""HOODIES"", ""fashion""]",3.48,"[""https://beta-fashion.com/images/product-213-1.jpg"", ""https://beta-fashion.com/images/product-213-2.jpg""]",0
